timestamp,elapsed_time,px,py,pz,vx,vy,vz,ax,ay,az,roll,pitch,yaw,obstacle_detected,obstacle_distance
1768568117.8304098,0.1094,0.0,0.0,-0.8284,0.0,0.0,-0.0095,0.0,0.0,-0.0205,0.0,0.0,0.0,0,7.918
1768568117.9296892,0.2087,0.0012,-0.0,-0.8271,0.0459,-0.0,-0.0151,1.0811,-0.0,-1.4267,0.0,-0.0987,-0.0,0,7.6602
1768568118.0246549,0.3037,0.0113,-0.0,-0.8349,0.1811,-0.0,-0.1459,1.6869,-0.0,-1.0979,0.0,-0.1546,-0.0,1,4.9531
1768568118.1242676,0.4033,0.0383,-0.0,-0.8506,0.3259,-0.0,-0.0331,0.7374,0.0,4.0525,0.0,-0.1229,-0.0,1,4.3633
1768568118.2301729,0.5092,0.0764,0.0,-0.8426,0.3931,0.0,0.1174,0.3926,0.0,0.0171,0.0,-0.0384,-0.0,0,5.4648
1768568118.338565,0.6176,0.12,0.0,-0.8313,0.4058,0.0,0.0855,-0.1139,0.0,-0.4048,0.0,0.0121,-0.0,0,7.3711
1768568118.4386258,0.7176,0.1591,0.0,-0.8247,0.3803,0.0,0.0496,-0.3762,0.0,-0.3019,0.0,0.0377,-0.0,0,8.8516
1768568118.536935,0.8159,0.1947,0.0,-0.8211,0.3353,0.0,0.026,-0.5174,0.0,-0.1804,0.0,0.052,-0.0,0,9.9922
1768568118.6406565,0.9197,0.2269,0.0,-0.8191,0.2766,0.0,0.012,-0.5903,0.0,-0.0939,0.0,0.0596,-0.0,0,10.7891
1768568118.7422383,1.0212,0.252,0.0,-0.8183,0.2148,0.0,0.0051,-0.6155,0.0,-0.0459,0.0,0.0624,-0.0,0,11.2031
1768568118.8428802,1.1219,0.2702,0.0,-0.818,0.1539,0.0,0.0019,-0.6124,0.0,-0.0216,0.0,0.0622,-0.0,0,11.3203
1768568118.9431245,1.2221,0.2825,0.0,-0.8179,0.0942,0.0,0.0004,-0.5907,0.0,-0.0106,0.0,0.06,-0.0,0,11.25
1768568119.0422778,1.3213,0.2891,0.0,-0.8179,0.0357,0.0,-0.0005,-0.5547,0.0,-0.0073,0.0,0.0563,-0.0,0,11.0469
1768568119.143305,1.4223,0.2916,0.0,-0.812,0.0388,0.0,0.0579,0.7121,0.0,-1.4557,0.0,-0.0666,-0.0,0,9.5781
1768568119.248011,1.527,0.3018,0.0,-0.8153,0.1707,0.0,-0.1156,1.6017,-0.0,-1.3364,-0.0,-0.1441,-0.0,0,5.2656
1768568119.3445807,1.6236,0.326,0.0,-0.831,0.335,0.0,-0.1987,1.7699,-0.0,-0.4468,-0.0,-0.1714,-0.0,1,4.4375
1768568119.444709,1.7237,0.3686,0.0,-0.8489,0.4778,0.0,-0.0299,0.6674,-0.0,4.3957,-0.0,-0.1184,-0.0,1,4.2266
1768568119.543909,1.8229,0.4191,0.0,-0.8406,0.5351,0.0,0.1262,0.3201,-0.0,-0.0241,-0.0,-0.0307,-0.0,0,5.4805
1768568119.646422,1.9254,0.4743,0.0,-0.8294,0.5371,0.0,0.0869,-0.2365,-0.0,-0.505,-0.0,0.0239,-0.0,0,7.5469
1768568119.7468338,2.0258,0.5257,0.0,-0.823,0.497,-0.0,0.0434,-0.5424,-0.0,-0.3513,-0.0,0.0539,-0.0,0,9.5391
1768568119.851575,2.1306,0.5746,0.0,-0.8201,0.4303,-0.0,0.0163,-0.7093,-0.0,-0.1744,-0.0,0.0712,-0.0,0,11.1094
1768568119.9448445,2.2238,0.6114,0.0,-0.8191,0.3606,-0.0,0.0052,-0.7797,-0.0,-0.0745,-0.0,0.0788,-0.0,0,12.2734
1768568120.0537295,2.3327,0.6465,0.0,-0.8189,0.2721,-0.0,0.0008,-0.807,-0.0,-0.0119,-0.0,0.082,0.0,0,12.9062
1768568120.1455796,2.4246,0.6677,0.0,-0.8188,0.1996,-0.0,0.0009,-0.7995,-0.0,0.0097,-0.0,0.0813,0.0,0,13.0859
1768568120.248092,2.5271,0.684,0.0,-0.8187,0.1195,-0.0,0.0023,-0.7688,-0.0,0.016,-0.0,0.0782,0.0,0,12.9375
1768568120.3486373,2.6276,0.6923,0.0,-0.8183,0.0434,-0.0,0.0038,-0.7209,-0.0,0.0117,-0.0,0.0733,0.0,0,12.5625
1768568120.4470408,2.726,0.6949,-0.0,-0.8113,0.0344,-0.0,0.0781,0.6004,-0.0,-1.4248,-0.0,-0.0571,0.0,0,10.9844
1768568120.5500913,2.8291,0.7038,-0.0,-0.8125,0.1543,-0.0,-0.0986,1.5544,-0.0,-1.4701,-0.0,-0.1385,0.0,0,5.4023
1768568120.6555676,2.9346,0.7291,-0.0,-0.829,0.3323,-0.0,-0.1974,1.7671,-0.0,-0.4675,-0.0,-0.1709,0.0,1,4.4453
1768568120.749235,3.0282,0.769,-0.0,-0.848,0.4833,-0.0,-0.1163,0.7788,0.0,4.8585,-0.0,-0.1507,0.0,1,4.2305
1768568120.8498263,3.1288,0.8201,-0.0,-0.8433,0.5458,-0.0,0.1249,0.4184,0.0,0.2838,0.0,-0.0419,0.0,0,5.2695
1768568120.9472566,3.2263,0.8735,-0.0,-0.832,0.5575,-0.0,0.0986,-0.148,0.0,-0.5159,0.0,0.0155,0.0,0,7.1562
1768568121.0482101,3.3272,0.9289,-0.0,-0.8245,0.5217,-0.0,0.0498,-0.5148,0.0,-0.3967,0.0,0.051,0.0,0,9.25
1768568121.1500587,3.4291,0.9791,-0.0,-0.8212,0.4585,-0.0,0.0193,-0.7044,0.0,-0.2076,0.0,0.0705,0.0,0,11.0547
1768568121.2503328,3.5293,1.022,-0.0,-0.82,0.3814,-0.0,0.0051,-0.7952,0.0,-0.0828,0.0,0.0803,0.0,0,12.3594
1768568121.3559217,3.6349,1.0575,-0.0,-0.8198,0.2957,-0.0,0.0004,-0.8282,0.0,-0.015,0.0,0.0841,0.0,0,13.0859
1768568121.4594204,3.7384,1.0834,-0.0,-0.8198,0.2112,0.0,0.0006,-0.8231,0.0,0.0132,0.0,0.0838,0.0,0,13.3359
1768568121.551372,3.8304,1.0995,-0.0,-0.8196,0.1358,0.0,0.0022,-0.7963,-0.0,0.0198,0.0,0.0811,0.0,0,13.2188
1768568121.6550994,3.9341,1.1093,-0.0,-0.8193,0.0568,0.0,0.0041,-0.7496,-0.0,0.0158,-0.0,0.0762,0.0,0,12.8516
1768568121.7619245,4.0409,1.1134,-0.0,-0.8117,0.0472,-0.0,0.0731,0.6668,-0.0,-1.5181,-0.0,-0.0626,0.0,0,11.1953
1768568121.8585463,4.1375,1.1228,-0.0,-0.8128,0.1612,-0.0,-0.0944,1.5379,0.0,-1.4756,-0.0,-0.137,0.0,0,5.3906
1768568121.9626827,4.2417,1.1488,-0.0,-0.8289,0.3378,0.0,-0.194,1.7566,0.0,-0.4759,0.0,-0.1697,0.0,1,4.4766
1768568122.0610857,4.3401,1.1906,-0.0,-0.848,0.4903,0.0,-0.0989,0.7423,0.0,4.8783,0.0,-0.1439,0.0,1,4.2383
1768568122.161044,4.44,1.2424,-0.0,-0.8424,0.5514,0.0,0.1256,0.3935,0.0,0.2036,0.0,-0.039,0.0,0,5.2852
1768568122.256633,4.5356,1.2962,-0.0,-0.8312,0.5607,0.0,0.0962,-0.1694,-0.0,-0.5209,-0.0,0.0176,0.0,0,7.2383
1768568122.35593,4.6349,1.3502,-0.0,-0.8242,0.5247,0.0,0.0489,-0.5212,-0.0,-0.3959,-0.0,0.0516,0.0,0,9.2812
1768568122.4595954,4.7386,1.402,-0.0,-0.8208,0.4587,0.0,0.018,-0.7141,-0.0,-0.2011,-0.0,0.0715,0.0,0,11.1016
1768568122.5582776,4.8373,1.4426,-0.0,-0.8198,0.3856,0.0,0.0048,-0.799,-0.0,-0.0836,-0.0,0.0807,0.0,0,12.3828
1768568122.6609833,4.94,1.4786,-0.0,-0.8196,0.2995,-0.0,0.0001,-0.833,-0.0,-0.0144,-0.0,0.0846,0.0,0,13.1562
1768568122.7628922,5.0419,1.5048,-0.0,-0.8196,0.2145,-0.0,0.0004,-0.8284,-0.0,0.0143,-0.0,0.0843,0.0,0,13.3906
1768568122.8606203,5.1396,1.5216,-0.0,-0.8195,0.1361,-0.0,0.0022,-0.8008,-0.0,0.021,-0.0,0.0815,0.0,0,13.2656
1768568122.962605,5.2416,1.5314,-0.0,-0.8192,0.0567,-0.0,0.0042,-0.7536,-0.0,0.0166,-0.0,0.0767,0.0,0,12.8906
1768568123.0637486,5.3428,1.5354,-0.0,-0.8117,0.0469,-0.0,0.0784,0.6158,-0.0,-1.4559,-0.0,-0.0584,0.0,0,10.3047
1768568123.1644585,5.4435,1.5451,-0.0,-0.8126,0.1624,-0.0,-0.0935,1.5347,-0.0,-1.477,-0.0,-0.1367,0.0,0,5.3984
1768568123.2604594,5.5395,1.5692,-0.0,-0.8275,0.3282,-0.0,-0.1903,1.7515,0.0,-0.524,-0.0,-0.1685,0.0,1,4.4922
1768568123.363151,5.6422,1.6111,-0.0,-0.8447,0.47,-0.0,-0.0264,0.6726,0.0,4.3021,-0.0,-0.1173,0.0,1,4.2422
1768568123.4633648,5.7424,1.6608,-0.0,-0.8364,0.5273,-0.0,0.1252,0.3194,0.0,-0.0303,0.0,-0.0306,0.0,0,5.5273
1768568123.562397,5.8414,1.7136,-0.0,-0.8255,0.5302,-0.0,0.0877,-0.2185,0.0,-0.4986,0.0,0.0222,0.0,0,7.5234
1768568123.6707492,5.9498,1.7688,-0.0,-0.8187,0.487,-0.0,0.0413,-0.5463,0.0,-0.3354,0.0,0.0543,0.0,0,9.4219
1768568123.763954,6.043,1.8115,-0.0,-0.8161,0.4287,-0.0,0.0177,-0.6922,0.0,-0.1815,0.0,0.0694,0.0,0,11.0547
1768568123.866888,6.1459,1.8525,-0.0,-0.815,0.3512,-0.0,0.005,-0.7713,0.0,-0.0706,0.0,0.078,0.0,0,12.2031
1768568123.9659314,6.2449,1.8835,-0.0,-0.8148,0.2733,-0.0,0.001,-0.7955,-0.0,-0.0158,0.0,0.0808,0.0,0,12.7656
1768568124.0665097,6.3455,1.9066,-0.0,-0.8147,0.1947,-0.0,0.0009,-0.7879,-0.0,0.0084,-0.0,0.0802,0.0,0,12.9375
1768568124.174311,6.4533,1.9231,-0.0,-0.8145,0.1112,-0.0,0.0022,-0.7547,-0.0,0.0145,-0.0,0.0768,0.0,0,12.7812
1768568124.2682238,6.5472,1.9303,-0.0,-0.8143,0.043,-0.0,0.0034,-0.7111,-0.0,0.0107,-0.0,0.0723,0.0,0,12.4297
1768568124.3735015,6.6525,1.933,-0.0,-0.8071,0.0347,-0.0,0.0722,0.6543,-0.0,-1.4854,-0.0,-0.0616,0.0,0,10.4531
1768568124.4668727,6.7459,1.9411,-0.0,-0.8083,0.1487,-0.0,-0.0955,1.5456,-0.0,-1.4949,-0.0,-0.1375,0.0,0,5.4258
1768568124.5713012,6.8503,1.9649,-0.0,-0.824,0.321,-0.0,-0.1953,1.7666,0.0,-0.5097,-0.0,-0.1702,0.0,1,4.457
1768568124.6694162,6.9484,2.0045,-0.0,-0.8405,0.4553,-0.0,-0.0169,0.68,0.0,4.0912,-0.0,-0.1147,0.0,1,4.2188
1768568124.7766573,7.0557,2.0574,-0.0,-0.8308,0.5152,-0.0,0.124,0.2603,0.0,-0.1536,0.0,-0.0243,0.0,0,5.5859
1768568124.8672657,7.1463,2.1041,-0.0,-0.8211,0.5158,-0.0,0.0877,-0.2104,0.0,-0.4882,0.0,0.0214,0.0,0,7.5039
1768568124.9707055,7.2497,2.155,-0.0,-0.8145,0.477,-0.0,0.0443,-0.5185,0.0,-0.3405,0.0,0.0516,0.0,0,9.3984
1768568125.0699775,7.349,2.2006,-0.0,-0.8114,0.415,-0.0,0.0183,-0.6773,0.0,-0.177,0.0,0.068,0.0,0,10.9453
1768568125.1736813,7.4527,2.2393,-0.0,-0.8103,0.3416,-0.0,0.0061,-0.7518,0.0,-0.0735,0.0,0.076,0.0,0,12.0
1768568125.2746465,7.5536,2.2702,-0.0,-0.8099,0.2634,-0.0,0.0017,-0.7757,-0.0,-0.0188,0.0,0.0788,0.0,0,12.5312
